Sr.No.,Category,Name of Book,Author,Acc.No,Price ,quantity,availibility,Rack No.,accession_date,Classification/Section No.,Publisher ,Publisher Place,year,Pages,ISBN,Receipt No.,added_on
625,Education & Reference,Secondary School Administration,"Kochhar,S.K.",B.Ed/625,60,1,,15,,373/KOC,Sterling Publishers Pvt. Ltd.,New Delhi,1991,468,,,
626,Reference,Vidyarthyanno Jagrut Vha,"Ambedkar,B.R.",B.Ed/626,20,1,,15,,,Sugat Prakashan,Nagapur,2000,80,,,
627,Education & Reference,Adhyapan Sadhana,"Upasani,N.K.",B.Ed/627,35,1,,15,,370/UPA,Shree Vidya Prakashan,Pune,1982,253,,,
628,Education & Reference,Shaleya prashasan va Prabandhan,"Kakkad,Guruprasad;Gaikwad,Shashi",B.Ed/628,120,1,,15,,371.2/KAK,Vidya Prakashan,Nagapur,1996,145,,,
629,Biography,Indira Gandhi,"Jaikar,Pupul",B.Ed/629,200,1,,15,,,Rajhansa Prakashan,Pune,1995,429,,,
630,Education & Reference,Teacher And Education In India Society,"Murty,S.K.",B.Ed/630,50.5,1,,15,,370/MUR,Prakash Brothers,Ludhiyana,1992,449,,,
631,Reference,Ek Shikshaki Shala,"Mali,M.G.",B.Ed/631,10,1,,15,,370/MAL,,,,127,,,
632,Reference,Teaching Aspects of English Language,"Gurav,H.K.",B.Ed/632,75,1,,15,,428.6/GUR,Nutan Prakashan,Pune,2002,168,,,
633,Education & Reference,Ganit Adhyayan Paddhati,"Jagtap,H.N.",B.Ed/633,50,1,,15,,510/JAG,Nutan Prakashan,Pune,1990,198,,,
634,Education & Reference,Psychological Foundations of Education,"Dandekar,W.N.",B.Ed/634,54,1,,15,,370.15/DAN,Macmillan India Limited,Madras,1981,494,,,
635,Reference,A Resume on-Some Vital Issues of Teacher Education,"Jain,G.R.",B.Ed/635,100,1,,15,,371.122/JAN,Haresh and Bipin Publication,Mumbai,1998,97,,,
636,Education & Reference,Hindi Ki Adhyapan Paddhati,"Bobe,B.S.",B.Ed/636,70,1,,15,,491.43/BOM,Nutan Prakashan,Pune,1994,200,,,
637,Novel,Maranmala,"Meshram,Keshav",B.Ed/637,40,1,,15,,891.46/MES,Suresh Egency,Pune,1988,117,,,
638,Reference,Manovishleshan,"Freud,Sigmund",B.Ed/638,200,1,,15,,371/FRA,Rajpal & Sons,Delhi,1999,431,,,
639,Education & Reference,Shaikshik Takaniki,"Bhushan,Shailendra; Vashney,Anil Kumar",B.Ed/639,30,1,,15,,371/BHU,Vinod Pustak Mandir,Agra,1991,266,,,
640,Education & Reference,Sharirik Shikshanachi Adhyapan Aani Multatve,"Kanade,V.k.",B.Ed/640,60,1,,15,,373.2/KAN,Nutan Prakashan,Pune,1994,176,,,
641,Education & Reference,Mrugaya,"Deshpande,Renu",B.Ed/641,60,1,,15,,891.46/DES,Deshmukh & Company Pvt. Ltd.,Pune,1984,216,,,
642,Education & Reference,Shaikshanik Tantravidyan,"Oak,Suman",B.Ed/642,35,1,,15,,601/OAK,Shree Vidya Prakashan,Pune,1984,164,,,
643,Education & Reference,Shaikshanik Kruti Sanshodhan,"Parasnis,Hemlata ",B.Ed/643,35,1,,15,,370.78/PAR,Nutan Prakashan,Pune,1994,88,,,
644,Education & Reference,Shikshak (Teacher),"Cahavan,K.S; Jadhav,K.K.",B.Ed/644,140,1,,15,,370/CHA,Insite Prakashan,Nashik,2006,277,,,
645,Story,Gavakadchya Gajali,"Karnik,Madhu Mangesh",B.Ed/645,100,1,,15,,891.46/KAR,Dilip Prakashan,Mumbai,1995,192,,,
646,Reference,Jwalant Gramin Shaikshanik Samasya,"Natekar,Mahendra",B.Ed/646,40,1,,15,,891.46/NAT,Moreshwar Printing Press,Sindhudurga,1985,191,,,
647,Education & Reference,Shaikshanik Tantravidyan,"Oak,Suman",B.Ed/647,150,1,,15,,601/OAK,Shree Vidya Prakashan,Pune,1995,256,,,
648,Novel,Teacher,"Thakur,Arun",B.Ed/648,150,1,,15,,891/THA,Manovikas Prakashan,Pune,2008,179,,,
649,Education & Reference,Shikshanachi Tatvik aani Samajshatriya Bhumika,"Parasnis,N.R",B.Ed/649,80,1,,15,,370.01/PAR,Nutan Prakashan,Pune,1990,408,,,
650,Education & Reference,Shastra Adhyapan Paddhati va Aashayaukata Adhyapan,"Bondarde,Kailas;Bondarde,Ashwin",B.Ed/650,175,1,,15,,507/BON,Nutan Prakashan,Pune,2002,106,,,
651,Education & Reference,Shaikshanik Tatvadnyan,"Dharurkar,Y.J.",B.Ed/651,20,1,,15,,370.15/DHA,Vinus Prakashan,Pune,1973,327,,,
652,Education & Reference,Educational Evaluation,"Patel,Rambhai",B.Ed/652,40,1,,15,,370.1/PAT,Himalaya Publishing House Pvt. Lim.,Bombay,1989,304,,,
653,Education & Reference,Nave Shaikshanik Mulyamapan Aani Sankhyashatra,"Upasani,N.K.;Kulkarni,K.V.",B.Ed/653,40,1,,15,,370.195/UPA,Shree Vidya Prakashan,Pune,1987,223,,,
654,Education & Reference,Shikshak Prashikshan,"Dunakhe,Arvind",B.Ed/654,190,1,,16,,371/DUN,Nitya Nutan Prakashan,Pune,2009,498,,,
655,Education & Reference,"Shikshan-45 , Shikshan va Adhyapan Shikshan","Kakkad,Guruprasad;Gaikwad,Shashi",B.Ed/655,230,1,,16,,371.122/KAK,Nutan Prakashan,Pune,1995,342,,,
656,Reference,Bhartiya Shikshanache Bahujanikaran,"Vaskar,Aanand;Vaskar,Pushpa",B.Ed/656,175,1,,16,,370/VAA,Nutan Prakashan,Pune,2004,414,,,
657,Education & Reference,Shaikshanik Mulyamapan,"Kadam,C.P.; Chaudhari,B.A.",B.Ed/657,155,1,,16,,371.1/KAD,Nitya Nutan Prakashan,Pune,2009,330,,,
658,Education & Reference,Shikshanache Tatvadnyanatmak Va Samajshastriya Adhishthan,"Deshmukh,L.G.",B.Ed/658,100,1,,16,,370.01/DES,Phadake Prakashan,Kolhapur,2005,224,,,
659,Reference,Shareer Rachana Va Karya,"Sathe,Vivek",B.Ed/659,125,1,,16,,501/SAT,Narmada Prakashan,Nagapur,1991,225,,,
660,Education,Contextual Reorientation Of Elementary Teacher Education,National Council for Teacher Edu.,B.Ed/660,,1,,16,,370/NAT,National Council for Teacher Edu.,New Delhi,2003,164,,,
661,Story,Katha Mulyashikshanachya,"Kashhape,S.V.",B.Ed/661,50,1,,16,,370.195/KAS,Vidyabharti Prakashan,Latur,2007,126,,,
662,Education & Reference,Udayonmukh Bhartiya Samajatil Shikshan,"Karandikar,Suresh; Mangarulkar,Meena",B.Ed/662,325,1,,16,,370.01/KAR,Phadake Prakashan,Kolhapur,2010,422,,,
663,Education & Reference,Nave Shaikshanik Mulyamapan Aani Sankhyashatra,"Upasani,N.K.;Kulkarni,K.V.",B.Ed/663,40,1,,16,,370/UPA,Shree Vidya Prakashan,Pune,1987,223,,,
664,Education & Reference,Western Educational Philosophers,"Chaube,S.P.",B.Ed/664,42,1,,16,,370.01/CHA,Vinod Pustak Mandir,Agra,1995,354,,,
665,Poetry,Swapnnanche Shilalekh,"Varunjikar,Shriniwas Vinayak",B.Ed/665,35,1,,16,,891.46/VAR,Unmesh Prakashan,Pune,1994,70,,,
666,Poetry,Narayan surve Yannchya Gavasalelya Kavita,"Tapas,Vijay",B.Ed/666,50,1,,16,,891.46/TAP,Sandarbh Prakashan,Thane,1995,128,,,
667,Education & Reference,Udayonmukh Bhartiya Samaj Shikshan va Shikshak,"Gajare,R.V.; Mahant,Jyaoti",B.Ed/667,30,1,,16,,891.46/DAT,Nutan Prakashan,Pune,1988,140,,,
668,Education & Reference,Shaikshanik Tatvadnyan va Shaikshanik Samajshatra,"Kundale,M.B.",B.Ed/668,500,1,,16,,301/KUN,Shree Vidya Prakashan,Pune,2003,694,,,
669,Reference,Extension Education,"Supe,S.V.",B.Ed/669,5,1,,16,,370/SUP,Science Publishers,Nagpur,1973,43,,,
670,Reference,Communication In Schools,"Taori,Sheela ",B.Ed/670,120,1,,16,,371.2/TAO,Regency Publication,New Delhi,1994,92,,,
671,Autobiography,Agnipankha,"Kalam, A.P.J. Abdul",B.Ed/671,140,1,,16,,920.71/KAL,Rajahansa Prakashan,Pune,2001,176,,,
672,Education & Reference,Adhyayan -Adhyapanache Manasashastra,"Karandikar,Suresh; Jagtap,H.N.",B.Ed/672,46,1,,16,,370.15/KAR,Phadake Prakashan,Kolhapur,2007,188,,,
673,Education & Reference,Shaikshanik Tantravidnyan Aani Mahiti Tantravidnyan,"Yewale,Seema",B.Ed/673,235,1,,16,,600/YEV,Nitya Nutan Prakashan,Pune,2005,355,,,
674,Education & Reference,Shaikshanik Tantravidnyan Aani Mahiti Tantravidnyan,"Yewale,Seema",B.Ed/674,235,1,,16,,600/YEV,Nitya Nutan Prakashan,Pune,2005,355,,,
675,Education & Reference,Shikshak Prashikshan Aur Hindi Adhyapan,"Vaskar,Aanand;Vaskar,Pushpa",B.Ed/675,110,1,,16,,371.122/VAS,Nitya Nutan Prakashan,Pune,2009,240,,,
676,Education & Reference,School Prashasan Evam Prabandh,"Walia,J.S.",B.Ed/676,64.84,1,,16,,371.4/WAL,Pal Publishers,Punjab,1992,476,,,
677,Education & Reference,Shaikshanik Samajshatra,"Pandav,Anita Girish",B.Ed/677,90,1,,16,,301/PAN,Das Ganu Prakashan,Nagpur,2009,122,,,
678,Education & Reference,Drushtikshepat Special Method Bhugol,"Sangale,Shailaja",B.Ed/678,7.5,1,,16,,910/SAN,Nutan Prakashan,Pune,1983,88,,,
679,Text Book,English-4th,Maharashtra Rajya Pathyapustak,B.Ed/679,,1,,16,,428/MAH,Maharashtra Rajya Pathyapustak Nirmiti va Abhyaskram Sanshodhan Mandal,Pune,,118,,,
680,Education & Reference,Aashayaukta Adhyapan Paddhati,"Sarpotdar,P.A;Bhosale,A.V.",B.Ed/680,50,1,,16,,370/SAR,Phadake Prakashan,Kolhapur,2005,92,,,
681,Education & Reference,Marathi Aashay Adhyapan Paddhati,"Karandikar,Suresh; Mangarulkar,Meena",B.Ed/681,150,1,,16,,370.KAR,Phadake Prakashan,Kolhapur,,302,,,
682,Education & Reference,Loksankhya Shikshan,"Hakim,Prabhakar",B.Ed/682,50,1,,16,,304.6/HAK,Nitya Nutan Prakashan,Pune,2006,88,,,
683,Education & Reference,Adhyapanachi Pratimane,"Sapre,Nilima; Patil,Priti",B.Ed/683,40,1,,16,,370/SAP,Phadake Prakashan,Kolhapur,2005,90,,,
684,Education & Reference,Srujanshilata,"Tapkir,Dattatrey",B.Ed/684,50,1,,16,,370/TAP,Nitya Nutan Prakashan,Pune,2010,110,,,
685,Education & Reference,Bhumikapalan Adhyapan Pratiman,"Patil,Geetanjali",B.Ed/685,20,1,,16,,370/PAA,Phadake Prakashan,Kolhapur,2001,27,,,
686,Education & Reference,Etihasachya Adhyapanachya Disha,"Bedarkar,K.D",B.Ed/686,40,1,,16,,491/BED,Nilkanth Prakashan,Pune,1971,210,,,
687,Education & Reference,Problems of Indian Education,"Chaube,S.P.",B.Ed/687,50,1,,16,,370/CHA,Vinod Pustak Mandir,Agra,1994,412,,,
688,Education & Reference,Adhyapanachi Pratimane,"Sohoni,Chitra",B.Ed/688,125,1,,16,,370/SOH,Nitya Nutan Prakashan,Pune,2009,256,,,
689,Reference,Modern Education In Japan,"Purkait,B.R.",B.Ed/689,85,1,,16,,370/PUR,The Associated Publishers,Ambala,1986,168,,,
690,Education & Reference,Udayonmukh Bhartiya Samajatil Shikshan Va Shikshak,"Aher,Hira",B.Ed/690,140,1,,16,,370.19054/AHE,Vidya Prakashan,Nagpur,1995,314,,,
691,Reference,Bhartiya Darshanik Nibandh,"Bandishte,D.D.,Sharma,Ramashankar",B.Ed/691,75,1,,16,,371/BAN,Madhyapradesh Hindi Granth Academy,Bhopal,2003,320,,,
692,Education & Reference,Advanced Educationla Psychology,"Chauhan,S.S.",B.Ed/692,95,1,,16,,370.15/CHA,Vikas Publishing House Pvt.Lim.,New Delhi,1995,542,,,
693,Education & Reference,Psychological Foundations of Education,"Mangal,S.K.",B.Ed/693,60.5,1,,16,,370.15/MAN,Prakash Brothers,Ludhiyana,1994,540,,,
694,Education & Reference,Evaluation of Teacher Education Curriculum,"Hooda,R.C.",B.Ed/694,250,1,,16,,371.141/HOO,Manthan Publications,Rohtak,1991,283,,,
695,Reference,Prashnashodh,"Meshram,Keshav",B.Ed/695,50,1,,16,,891.46/MES,Lokvangmay Gruha,Mumbai,1989,167,,,
696,Reference,Nazhi Bhasmasuracha Udayasta,"Kanitkar,V.G.",B.Ed/696,250,1,,,,891.46/KAN,Rajhansa Prakashan,Pune,2003,582,,,
697,Education & Reference,Shaikshanik Tatvadnyan va Shaikshanik Samajshatra,"Kundale,M.B.",B.Ed/697,500,1,,17,,301/KUN,Shree Vidya Prakashan,Pune,2003,694,,,
698,Education & Reference,Shaikshanik Tatvadnyan va Shaikshanik Samajshatra,"Kundale,M.B.",B.Ed/698,500,1,,17,,301/KUN,Shree Vidya Prakashan,Pune,2003,694,,,
699,Education & Reference,Bhartiya Shiksha Paddhati : Swarup Evam Samasyaye,"Agarwal,J.C.",B.Ed/699,80,1,,17,,370/AGA,Arya Book Depot,New Delhi,1991,298,,,
700,Education & Reference,Udayonmukh Bhartiya Samajatil Shikshan,"Karandikar,Suresh; Mangarulkar,Meena",B.Ed/700,150,1,,17,,370.19054/KAR,Fadake Prakashan,Pune,,364,,,
701,Education & Reference,Udayonmukh Bhartiya Samaj Shikshan va Shikshak-1,"Gajare,R.V.; Mahant,Jyaoti",B.Ed/701,50,1,,17,,370.19054/GAJ,Nutan Prakashan,Pune,1996,134,,,
702,Education & Reference,Vartaman Shikshanatil Vicharpravah,"Nankar,P.L.; Shirode,Sangita",B.Ed/702,100,1,,17,,370/NAN,Nitya Nutan Prakashan,Pune,2009,230,,,
703,Education & Reference,Shikshanatil Vicharpravah,"Sapre,Nilima; Patil,Priti",B.Ed/703,125,1,,17,,370/SAP,Phadake Prakashan,Kolhapur,2006,248,,,
704,Education & Reference,Bhartiya Shiksh Ki Vartaman Samassyaye,"Koholi,V.K.",B.Ed/704,38,1,,17,,371/KOH,Vivek Publishers,Ambala,1991,392,,,
705,Education & Reference,Shiksha ke Samajshatriya Aadhar,"Chaube,S.P.",B.Ed/705,50,1,,17,,301/CHA,Vinod Pustak Mandir,Agra,1990,556,,,
706,Education & Reference,Shikshan Samasya,"Bhosale,Kunda",B.Ed/706,55,1,,17,,371.2/BHO,,Nashik,1994,159,,,
707,Education & Reference,Shaikshanik Samajshatrachi Rupresha,"Akolkar,G.V.",B.Ed/707,12,1,,17,,370.01/AKO,Shree Vidya Prakashan,Pune,1973,240,,,
708,Education & Reference,Shikshan Samasya,"Bhosale,Kunda",B.Ed/708,55,1,,17,,371.2/BHO,,Nashik,1994,159,,,
709,Education & Reference,Shaikshanik Tatvadnyanachi Rupresha,"Akolkar,G.V.",B.Ed/709,75,1,,17,,370.01/AKO,Shree Vidya Prakashan,Pune,1990,328,,,
710,Education & Reference,Shiksha Ke Siddhant Evam Shaikshik Vichardhara Ka Vikas,"Walia,J.S.",B.Ed/710,50.8,1,,17,,370/WAL,Pal Publishers,Punjab,,228,,,
711,Education & Reference,Aadhunik Bhartiya Shiksha Aur usaki Samasyaye,"Bhatnagar,Suresh",B.Ed/711,60,1,,17,,370.15/BHA,R. Lal Book Depot,Merath,1993,527,,,
712,Education & Reference,Shikshanachi Tatvik aani Samajshatriya Bhumika,"Parasnis,N.R",B.Ed/712,125,1,,17,,370.01/PAR,Nutan Prakashan,Pune,1994,429,,,
713,Education & Reference,Arthashastra Adhyapan Paddhati,"Indurkar,Kalyani",B.Ed/713,150,1,,17,,370/IND,Vidya Prakashan,Nagpur,2007,130,,,
714,Education & Reference,Madhyamik Shikshanachi Karyapaddhati,"Bhilegaonkar,Sadanand",B.Ed/714,110,1,,17,,370/BHI,Nitya Nutan Prakashan,Pune,2008,266,,,
715,Education & Reference,Pragat Shaikshik Samajshatra,"Dunakhe,Arvind;Deshpande,Leena",B.Ed/715,135,1,,17,,370/DUN,Nitya Nutan Prakashan,Pune,2007,336,,,
716,Reference,Ushakkal,"Bhagat,R.T.",B.Ed/716,80,1,,17,,891.46/BHA,Chaitannya Prakashan,Kolhapur,1994,160,,,
717,Education & Reference,An Introduction to Major Philosophies of Education,"Pandey,Ram Shakal",B.Ed/717,32,1,,17,,301/PAN,Vinod Pustak Mandir,Agra,1993,206,,,
718,Education & Reference,The Philosophical & Sociological Foundations of Education,"Bhatia,Kamala; Bhatia Baldev",B.Ed/718,160,1,,17,,301/BHA,Doaba House,Delhi,2007,331,,,
719,Education & Reference,Bhartiya Shikshakpranalicha Vikas,"Patil,Priti; Shevtekar,Sharada",B.Ed/719,110,1,,17,,370/PAA,Phadake Prakashan,Kolhapur,2004,189,,,
720,Education & Reference,Bhartiya Shiksha Ka Etihas,"Johari,B.P.;Pathak,P.D.",B.Ed/720,40,1,,17,,370.15/JOH,Vinod Pustak Mandir,Agra,1991,511,,,
721,Education & Reference,Pragat Shaikshanik Tatvadnyan,"Dunakhe,Arvind",B.Ed/721,150,1,,17,,370.01/DUN,Nitya Nutan Prakashan,Pune,2009,329,,,
722,Education & Reference,Bhartiya Shikshakpranalicha Vikas,"Patil,Priti; Shevtekar,Sharada",B.Ed/722,110,1,,17,,370/PAA,Phadake Prakashan,Kolhapur,2004,189,,,
723,Education & Reference,Udayonmukh Bhartiya Samaj Shikshan va Shikshak-2,"Gajare,R.V.; Mahant,Jyaoti",B.Ed/723,30,1,,17,,370.19054/GAJ,Nutan Prakashan,Pune,1991,140,,,
724,Education & Reference,Bhartiya Shikshakpranalicha Vikas,"Patil,Priti; Shevtekar,Sharada",B.Ed/724,110,1,,17,,370/PAA,Phadake Prakashan,Kolhapur,2004,189,,,
725,Education & Reference,Bhartiya Va Pachhatya Shikshantadnya,"Kulkarni,Shalini",B.Ed/725,85,1,,17,,370.1/KUL,Nitya Nutan Prakashan,Pune,2009,213,,,
726,Education & Reference,History And Problems of India Education,"Chaube,S.P.",B.Ed/726,90,1,,17,,370/CHA,Vinod Pustak Mandir,Agra,1994,412,,,
727,Education & Reference,Shikshanache Adhishthan,"Gajare,R.V.;Chitanis,Anshumati",B.Ed/727,160,1,,17,,371.3/GAJ,Nitya Nutan Prakashan,Pune,2006,354,,,
728,Education & Reference,Adhyayan Upapatti va Adhyapan,"Jagtap,H.N.",B.Ed/728,135,1,,17,,370/JAG,Nitya Nutan Prakashan,Pune,2009,256,,,
729,Education & Reference,Adhyayan Upapatti va Adhyapan,"Jagtap,H.N.",B.Ed/729,135,1,,17,,370/JAG,Nitya Nutan Prakashan,Pune,2009,256,,,
730,Education,The New Education Policy In India,"Shukla,P.D.",B.Ed/730,50,1,,17,,375/SHU,Sterling Publishers Pvt. Ltd.,New Delhi,1996,157,,,
731,Education & Reference,Shaikshanik Tatvadnyan va Shaikshanik Samajshatra,"Kundale,M.B.",B.Ed/731,500,1,,17,,301/KUN,Shree Vidya Prakashan,Pune,2003,694,,,
732,Education & Reference,Bhartiya Shikshanache Bahujanikaran,"Vaskar,Aanand;Vaskar,Pushpa",B.Ed/732,175,1,,17,,371/VAS,Nutan Prakashan,Pune,2004,414,,,
733,Education & Reference,Shaikshanik Samajshastra,"Hakim,Prabhakar",B.Ed/733,75,1,,17,,128/HAK,Nitya Nutan Prakashan,Pune,2007,132,,,
734,Education & Reference,Samajshatra,"Singh,Ram Gopal",B.Ed/734,150,1,,17,,370.01/RAM,Madhyapradesh Hindi Granth Academy,Bhopal,2005,276,,,
735,Education & Reference,Bhartiya Shikshan Va Madhyamik Shikshan,"Dunakhe,Arvind",B.Ed/735,190,1,,17,,373/DUN,Nutan Prakashan,Pune,2004,342,,,
736,Education & Reference,Bhumikapalan Adhyapan Pratiman,"Patil,Geetanjali",B.Ed/736,25,1,,18,,370/PAT,Phadake Prakashan,Kolhapur,2007,31,,,
737,Education & Reference,Udayonmukh Bhartiya Samajatil Shikshantadnya,"Pawar,N.G.",B.Ed/737,35,1,,18,,370.09/PAW,Nutan Prakashan,Pune,1991,142,,,
738,Biography,Mere Bachpan Ke Deen,"Nasrin,Taslima",B.Ed/738,125,1,,18,,891.461/NAS,Vani Prakashan,New Delhi,2004,296,,,
739,Education & Reference,Paryaye Shikshan(Praudh Shikshan),"Topkar,Rekha",B.Ed/739,75,1,,18,,370/TOP,Nitya Nutan Prakashan,Pune,2007,128,,,
740,Education & Reference,Mullyadhishtit Shikshan,"Gavande,Eknath; Gavande,Amit",B.Ed/740,100,1,,18,,370/GAA,Nutan Prakashan,Pune,2005,161,,,
741,Education & Reference,Perception Planning And Performance in Microteaching,"Joshi,Anant N.",B.Ed/741,70,1,,18,,370/JOS,Shikshan-Prashikshan Prakashan,Kolhapur,1992,146,,,
742,Education & Reference,"Rashtriya Apanga Aarthik Va Vikas Mahamandal 1997 Aani Matimanda,Bahuviklang Vyakttinsathi Rashtriya Vishvasta Kayada 1999",Apanga Udhyog Kendra,B.Ed/742,20,1,,18,,370/APA,Apanga Udhyog Kendra,Pune,2000,32,,,
743,Reference,Kapoor's Ready Reckoner ,"Kapoor,H.L.;Kapoor,J.L.",B.Ed/743,11,1,,18,,371.1/KAP,H.P.J. Kapoor,New Delhi,1980,384,,,
744,Reference,Vidnyan Prashnamanjusha,"Kavi,Madhav",B.Ed/744,35,1,,18,,370/KAV,Unmesh Prakashan,Pune,1989,107,,,
745,Reference,Some Specific issues And Concerns of Teacher Education,NCTE,B.Ed/745,,1,,18,,891.46/NCT,National Council for Teacher Edu.,New Delhi,2004,146,,,
746,Education & Reference,Education in the New Millennium,"Khanna,P.k.",B.Ed/746,700,1,,18,,371.11/KHA,ABD Publication ,Jaipur,2005,332,,,
747,Reference,Bhasha: Etihas Aani Bhugol,"Kalelkar,N.G.",B.Ed/747,40,1,,18,,891.46/KAL,Mauj Prakashan gruha,Mumbai,1985,127,,,
748,Poetry,Aamchi Kavita,"Howal,Vaman",B.Ed/748,50,1,,18,,891.461/HOW,Abhay Shikshan Kendra,Mumbai,1994,88,,,
749,Education & Reference,Aashayaukta Adhyapan Paddhati,"Bondarde,Kailas;Jagtap,H.N.",B.Ed/749,85,1,,18,,370/BHI,Nutan Prakashan,Pune,2005,110,,,
750,Autobiography,Kahreche Pani,Aacharya Atre,B.Ed/750,160,1,,18,,891/ATR,Parchure Prakashan Mandir,Mumbai,1995,672,,,
751,Reference,Hundavirodhi Chalval,,B.Ed/751,,1,,18,,891.46,Hundavirodhi Chalval,Mumbai,1996,16,,,
752,Education & Reference,Adhyapanachi Pratimane,"Phadake,Vasanti",B.Ed/752,40,1,,18,,371.11/PHA,Nutan Prakashan,Pune,1988,167,,,
753,Biography,Shakespeare As You like It,"Sharma,B.R.",B.Ed/753,30,1,,18,,891.SHA,International Publishing House,Meerut,1987,448,,,
754,Education & Reference,Theory And Principles of Education,"Bhatia,Kamala; Bhatia Baldev",B.Ed/754,40,1,,18,,370/BHA,Doaba House,Delhi,1989,440,,,
755,Biography,Mi Aani Mazhe Kathakathan,"Chitanis,Mugdha",B.Ed/755,55,1,,18,,891.46/CHI,Anagha Prakashan,Thane,1988,180,,,
756,Education & Reference,Shaikshanik Aani Vyavsaik Margadarshan,"Pimpalkhare,M.H.",B.Ed/756,30,1,,18,,370.76/PIM,Pune Vidyarthi Gruha Prakashan,Pune,1991,114,,,
757,Reference,Perception Planning And Performance in Microteaching,"Joshi,Anant N.",B.Ed/757,70,1,,18,,370/JOS,Shikshan-Prashikshan Prakashan,Kolhapur,1992,146,,,
758,Reference,"Apnganche Shikshan,Prashikshan Aani Punarvasan Suvidha ",Samaj Kalyan Vibhag,B.Ed/758,14,1,,18,,370/,"Samaj Kalyan Vibhag, Maharashtra Rajya, Mantralay",Mumbai,,148,,,
759,Education & Reference,Aajache Adhyapan,"Patil,Leela",B.Ed/759,200,1,,18,,370/PAT,Shree Vidya Prakashan,Pune,1996,230,,,
760,Education & Reference,Adhyapanachi Pratimane,"Phadake,Vasanti",B.Ed/760,40,1,,18,,370/PHA,Nutan Prakashan,Pune,1988,168,,,
761,Novel,Maharudra,"Fadke,S.R",B.Ed/761,225,1,,18,,891/FAD,Manorama Prakashan,Mumbai,1997,373,,,
762,Education,Parisar Abhyas,"Barave,Minakshi",B.Ed/762,40,1,,18,,370/BAR,Nutan Prakashan,Pune,1996,87,,,
763,Education & Reference,Naitikmulya Shikshan,"Nagtode, Kiran",B.Ed/763,300,1,,18,,370/NAG,Vidya Prakashan,Nagpur,2006,370,,,
764,Education & Reference,Dimensions of Teacher Education,"Chadda,D.K.",B.Ed/764,150,1,,18,,370/CHA,Anmol Publications,New Delhi,1992,127,,,
765,Reference,Gramin Shikshn Aani Gramin Vikas,"Suravase,Magan",B.Ed/765,50,1,,18,,370/SUR,Nutan Prakashan,Pune,1989,222,,,
766,Reference,Abhyaskram Va Pathyapustak Sanshodhan- Varshik Ahaval,"Kelkar,S.V.",B.Ed/766,,1,,18,,370/KEL,Maharashtra Rajya Pathyapustak Nirmiti va Abhyaskram Sanshodhan Mandal,Pune,1998,187,,,
767,Reference,Kashmir-Dhumasate Barfa,"Tapaswi,M.G.",B.Ed/767,200,1,,18,,891/TAP,Moray Prakashan,Dombivali,1994,655,,,
768,Novel,Don Dhruva,"Khandekar,V.S.",B.Ed/768,180,1,,18,,891/KHA,Meheta Publishing House,Pune,2005,230,,,
769,Reference,Marathi Lekhnacha Gurumantra,"Bhagavat,Deepak",B.Ed/769,50,1,,18,,370/BHA,Shripad Prakashan,Kolhapur,1997,134,,,
770,Reference,"Suvichar,Mahani,Vakkprachar","Patil,B.G.",B.Ed/770,30,1,,18,,,Manovikas Prakashan,Mumbai,1998,126,,,
771,Education & Reference,Modern Science Teaching,"Sharma,R.C.",B.Ed/771,30,1,,18,,370/SHA,Dhanapat Rai & Sons,Delhi,1991,400,,,
772,Education & Reference,Udyonmukh Bhartiya Samajatil shikshan,"Pawar,N.G.",B.Ed/772,160,1,,19,,370.19054,Nitya Nutan Prakashan,Pune,2008,212,,,
773,Education & Reference,Shaikshanik Mulyamapan,"Kadam,C.P.; Chaudhari,B.A.",B.Ed/773,155,1,,19,,371.1/KAD,Nitya Nutan Prakashan,Pune,2009,330,,,
774,Education & Reference,Eductional Evaluation Theory And Practice,"Patel,Rambhai",B.Ed/774,210,1,,19,,370.1/PAT,Himalaya Publishing House Pvt. Lim.,Mumbai,2013,400,,,
775,Education & Reference,Shaikshanik Mulyamapan,"Kadam,C.P.; Chaudhari,B.A.",B.Ed/775,155,1,,19,,371.1/KAD,Nitya Nutan Prakashan,Pune,2009,330,,,
776,Education & Reference,Shaikshanik Mulyamapan Va Mulyanirdharan,"Barave,Minakshi",B.Ed/776,120,1,,19,,370.1/BAR,Nitya Nutan Prakashan,Pune,2008,290,,,
777,Education & Reference,Shikshan Adhigam Evam Vikas Ka Manovigyan,"Bhatnagar,Suresh",B.Ed/777,30,1,,19,,370.15/BHT,R.Lal Book Depot,Merath,1994,252,,,
778,Education & Reference,Bhartiya Shikshanpranalicha Vikas,"Patil,Priti; Shevtekar,Sharada",B.Ed/778,110,1,,19,,371/PAT,Phadake Prakashan,Kolhapur,2004,189,,,
779,Education & Reference,Nave Shaikshanik Mulyamapan Aani Sankhyashatra,"Upasani,N.K.;Kulkarni,K.V.",B.Ed/779,200,1,,19,,370/UPA,Shree Vidya Prakashan,Pune,1996,223,,,
780,Education & Reference,Nave Shaikshanik Mulyamapan Aani Sankhyashatra,"Upasani,N.K.;Kulkarni,K.V.",B.Ed/780,40,1,,19,,370/UPA,Shree Vidya Prakashan,Pune,1987,223,,,
